x
NA
NA
NA
33
NA
NA
1 month
1 month
NA
NA
NA
NA
1 month
NA
NA
1 month
NA
1 month
NA
1 month
NA
NA
9
58
NA
NA
NA
6
NA
NA
NA
5
NA
2 weeks
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
1 week
1 week
NA
NA
NA
NA
NA
NA
2 weeks
NA
NA
NA
NA
NA
13
NA
1 week
NA
NA
1 week
3
3
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
6 months
NA
NA
22
NA
NA
NA
12
30
1 month
1 month
42
13
NA
6
7
NA
NA
NA
NA
NA
NA
2 weeks
2 weeks
NA
NA
NA
NA
NA
NA
NA
2 weeks
NA
NA
55
2 months
1 week
1 week
1 week
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
28
3
3
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
28
NA
NA
NA
2 weeks
NA
NA
NA
24
NA
1 week
NA
NA
NA
NA
NA
NA
NA
1 week
NA
28
NA
1 month
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
6
NA
NA
NA
NA
NA
NA
NA
1 month
NA
NA
1 week
1 week
NA
NA
NA
NA
NA
NA
NA
3
2
NA
3
NA
NA
NA
2 weeks
1 week
NA
NA
NA
1 week
NA
NA
NA
1 week
NA
NA
NA
NA
NA
NA
NA
NA
NA
2 weeks
NA
NA
NA
NA
1 week
1.5 weeks
1 week
NA
NA
NA
NA
28
NA
NA
NA
1 week
NA
NA
1 week
NA
NA
NA
NA
NA
4
7
NA
NA
NA
72
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
1 week
NA
NA
NA
2 weeks
1 month
NA
NA
NA
13
129
2 weeks
NA
NA
2 months
NA
NA
1 week
NA
NA
NA
NA
NA
NA
NA
NA
1 week
3 weeks
NA
NA
NA
NA
NA
NA
3
NA
11
NA
NA
28
NA
NA
NA
NA
NA
NA
NA
2 weeks
NA
NA
NA
NA
19
NA
NA
NA
NA
NA
NA
NA
NA
NA
14
4
NA
NA
NA
2 weeks
2 weeks
NA
NA
3
1 week
2 weeks
NA
NA
NA
1 week
NA
NA
NA
NA
2 weeks
NA
26
NA
NA
NA
NA
3
NA
1 week
8
1 week
1 week
NA
NA
NA
NA
NA
NA
NA
1 week
NA
1 week
NA
NA
2 weeks
2 weeks
2 weeks
NA
NA
1.5 weeks
1 week
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
4 months
4 months
NA
NA
NA
1 month
3 weeks
NA
21
17
NA
1 month
1 month
3 weeks
3 weeks
NA
NA
NA
9
3 weeks
NA
NA
NA
NA
NA
NA
NA
2 weeks
NA
NA
NA
NA
70
NA
1 week
3
2 weeks
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
2
NA
NA
NA
NA
NA
NA
2 weeks
NA
NA
2 weeks
2 weeks
NA
NA
4
NA
NA
NA
2 weeks
2 weeks
NA
3 months
NA
NA
NA
NA
NA
NA
NA
11
NA
NA
NA
NA
NA
5
1 month
1 month
1 month
1 month
NA
NA
NA
NA
NA
1 month
NA
3 months
NA
NA
NA
1
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
4
NA
NA
NA
30
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
1 week
1 week
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
3 weeks
NA
NA
1 month
1 month
NA
NA
NA
NA
NA
2 weeks
2 weeks
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
7
7
3
NA
NA
2 months
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
24
44
NA
1
NA
97
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
11
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
2 weeks
NA
3 weeks
NA
NA
NA
NA
NA
NA
NA
4
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
2 weeks
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
