x
2 weeks
1 week 
5
NA
NA
NA
6 months
NA
NA
NA
NA
NA
NA
2
NA
1 week 
1 week 
1 week 
12
5
NA
NA
NA
NA
NA
NA
1 week
1 month
NA
NA
6
3
1 month
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
1 month
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
1 week
NA
NA
NA
NA
NA
NA
2 weeks
NA
NA
NA
NA
NA
7
NA
NA
NA
NA
NA
NA
NA
NA
7
NA
NA
30
NA
NA
NA
NA
13-15 days
NA
NA
18
NA
NA
NA
133
23
NA
NA
7
NA
NA
NA
13
4 weeks
NA
23
80
3
21
1
NA
34
1 week
NA
NA
3
10
3
NA
NA
NA
1 month
NA
1 month
NA
NA
NA
NA
NA
71
NA
NA
NA
NA
NA
NA
6-10 days
NA
NA
NA
NA
NA
NA
NA
NA
91
NA
83
2 months
NA
27
NA
19
NA
19
20
NA
NA
NA
12
NA
37
4
NA
NA
NA
7-14 days
NA
NA
3 weeks
NA
1 week
NA
14
14
NA
NA
NA
6 weeks
NA
NA
NA
NA
NA
NA
NA
NA
1 week
NA
NA
2 weeks
NA
NA
NA
NA
NA
NA
1 week
NA
NA
NA
NA
15
NA
1 month
NA
3
NA
NA
2 weeks
NA
NA
NA
NA
NA
NA
30
NA
NA
NA
65
1
79
26
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
7
NA
NA
NA
NA
NA
6
NA
NA
NA
NA
NA
NA
2 weeks
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
1 week
1 month
NA
NA
NA
26
1
27
NA
NA
1
66
65
57
NA
7
NA
NA
NA
NA
29
31
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
15
NA
NA
16
NA
NA
NA
NA
NA
NA
NA
NA
14
NA
NA
NA
NA
14
NA
30
40
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
9 weeks
NA
NA
13
NA
NA
NA
NA
NA
1
NA
NA
NA
NA
4
NA
NA
NA
NA
NA
NA
NA
NA
NA
1 week
NA
NA
NA
13
14
14
NA
3 weeks
3 weeks
NA
NA
NA
1 month
NA
NA
NA
NA
1 month
NA
1 week
2 weeks
NA
NA
NA
NA
NA
NA
NA
1 week
1 week
NA
NA
4
2 months
NA
1 week
1 week
NA
1 week
105
NA
NA
7
3
3
NA
NA
NA
NA
NA
NA
NA
NA
237
3 weeks
NA
NA
19
NA
NA
2 weeks
NA
2 months
NA
NA
NA
1 month
NA
NA
5
NA
NA
NA
30
30
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
2 weeks
2-3 weeks
NA
NA
NA
NA
NA
NA
NA
NA
NA
3
NA
NA
NA
NA
NA
10
NA
6
NA
NA
NA
NA
3 weeks
NA
NA
NA
NA
NA
2 weeks
NA
NA
NA
NA
NA
NA
10
10
NA
NA
NA
NA
