x
14
1
5
NA
NA
NA
180
NA
NA
NA
NA
NA
NA
2
NA
7
7
7
12
5
NA
NA
NA
NA
NA
NA
7
30
NA
NA
6
3
30
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
30
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
7
NA
NA
NA
NA
NA
NA
14
NA
NA
NA
NA
NA
7
NA
NA
NA
NA
NA
NA
NA
NA
7
NA
NA
30
NA
NA
NA
NA
14
NA
NA
18
NA
NA
NA
133
23
NA
NA
7
NA
NA
NA
13
28
NA
23
80
3
21
1
NA
34
7
NA
NA
3
10
3
NA
NA
NA
30
NA
30
NA
NA
NA
NA
NA
71
NA
NA
NA
NA
NA
NA
8
NA
NA
NA
NA
NA
NA
NA
NA
91
NA
83
30
NA
27
NA
19
NA
19
20
NA
NA
NA
12
NA
37
4
NA
NA
NA
10
NA
NA
21
NA
7
NA
14
14
NA
NA
NA
42
NA
NA
NA
NA
NA
NA
NA
NA
7
NA
NA
14
NA
NA
NA
NA
NA
NA
7
NA
NA
NA
NA
15
NA
30
NA
3
NA
NA
14
NA
NA
NA
NA
NA
NA
30
NA
NA
NA
65
1
79
26
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
7
NA
NA
NA
NA
NA
6
NA
NA
NA
NA
NA
NA
14
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
14
30
NA
NA
NA
26
1
27
NA
NA
1
66
65
57
NA
7
NA
NA
NA
NA
29
31
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
15
NA
NA
16
NA
NA
NA
NA
NA
NA
NA
NA
14
NA
NA
NA
NA
14
NA
30
40
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
63
NA
NA
13
NA
NA
NA
NA
NA
1
NA
NA
NA
NA
4
NA
NA
NA
NA
NA
NA
NA
NA
NA
7
NA
NA
NA
13
14
14
NA
21
21
NA
NA
NA
30
NA
NA
NA
NA
30
NA
7
14
NA
NA
NA
NA
NA
NA
NA
7
7
NA
NA
4
60
NA
7
7
NA
7
105
NA
NA
7
3
3
NA
NA
NA
NA
NA
NA
NA
NA
237
21
NA
NA
19
NA
NA
14
NA
60
NA
NA
NA
30
NA
NA
5
NA
NA
NA
30
30
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
14
17
NA
NA
NA
NA
NA
NA
NA
NA
NA
3
NA
NA
NA
NA
NA
10
NA
6
NA
NA
NA
NA
21
NA
NA
NA
NA
NA
14
NA
NA
NA
NA
NA
NA
10
10
NA
NA
NA
NA
NA
NA
NA
33
NA
NA
30
30
NA
NA
NA
NA
30
NA
NA
30
NA
30
NA
30
NA
NA
9
58
NA
NA
NA
6
NA
NA
NA
5
NA
14
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
7
7
NA
NA
NA
NA
NA
NA
14
NA
NA
NA
NA
NA
13
NA
7
NA
NA
7
3
3
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
180
NA
NA
22
NA
NA
NA
12
30
30
30
42
13
NA
6
7
NA
NA
NA
NA
NA
NA
14
14
NA
NA
NA
NA
NA
NA
NA
14
NA
NA
55
60
7
7
7
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
28
3
3
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
28
NA
NA
NA
14
NA
NA
NA
24
NA
7
NA
NA
NA
NA
NA
NA
NA
7
NA
28
NA
30
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
6
NA
NA
NA
NA
NA
NA
NA
30
NA
NA
7
7
NA
NA
NA
NA
NA
NA
NA
3
2
NA
3
NA
NA
NA
14
7
NA
NA
NA
7
NA
NA
NA
7
NA
NA
NA
NA
NA
NA
NA
NA
NA
14
NA
NA
NA
NA
7
10
7
NA
NA
NA
NA
28
NA
NA
NA
7
NA
NA
7
NA
NA
NA
NA
NA
4
7
NA
NA
NA
72
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
7
NA
NA
NA
14
30
NA
NA
NA
13
129
14
NA
NA
60
NA
NA
7
NA
NA
NA
NA
NA
NA
NA
NA
7
21
NA
NA
NA
NA
NA
NA
3
NA
11
NA
NA
28
NA
NA
NA
NA
NA
NA
NA
14
NA
NA
NA
NA
19
NA
NA
NA
NA
NA
NA
NA
NA
NA
14
4
NA
NA
NA
14
14
NA
NA
3
7
14
NA
NA
NA
7
NA
NA
NA
NA
14
NA
26
NA
NA
NA
NA
3
NA
7
8
7
7
NA
NA
NA
NA
NA
NA
NA
7
NA
7
NA
NA
14
14
14
NA
NA
10
7
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
120
120
NA
NA
NA
30
21
NA
21
17
NA
30
30
21
21
NA
NA
NA
9
21
NA
NA
NA
NA
NA
NA
NA
14
NA
NA
NA
NA
70
NA
7
3
14
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
2
NA
NA
NA
NA
NA
NA
14
NA
NA
14
14
NA
NA
4
NA
NA
NA
14
14
NA
90
NA
NA
NA
NA
NA
NA
NA
11
NA
NA
NA
NA
NA
5
30
30
30
30
NA
NA
NA
NA
NA
30
NA
90
NA
NA
NA
1
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
4
NA
NA
NA
30
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
7
7
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
21
NA
NA
30
30
NA
NA
NA
NA
NA
14
14
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
7
7
3
NA
NA
60
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
24
44
NA
1
NA
97
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
11
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
14
NA
21
NA
NA
NA
NA
NA
NA
NA
4
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
14
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
