x
9
NA
NA
NA
NA
1
NA
NA
NA
NA
4
3
1
3
2
NA
NA
3
NA
NA
NA
NA
NA
7
2
NA
NA
3
6
1
1
1 week
NA
NA
3
NA
1
1 week
1
1
NA
2
NA
3
NA
NA
1
1
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
1
NA
NA
NA
NA
NA
NA
NA
NA
3
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
6
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
2
NA
NA
NA
NA
NA
NA
3
2
3
NA
NA
NA
5
NA
NA
3
NA
NA
1
5
NA
NA
NA
NA
NA
NA
3
NA
NA
1
NA
NA
NA
NA
1
NA
NA
NA
2
2
NA
4
1
3
4
NA
2
plus 2
1
NA
NA
1
1
1
NA
NA
NA
2
NA
1
1
NA
NA
NA
NA
2
NA
NA
NA
plus 3
NA
NA
NA
NA
NA
NA
3
NA
NA
NA
NA
2
NA
NA
NA
NA
NA
NA
NA
NA
NA
4
NA
NA
5
2
NA
NA
1
3
NA
NA
NA
NA
2
2
NA
NA
NA
2
2
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
2
1
NA
NA
NA
NA
NA
NA
NA
8
NA
NA
NA
NA
3
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
1
6
2
NA
NA
NA
NA
NA
5
NA
NA
NA
NA
NA
NA
NA
plus 4
NA
NA
6
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
3
NA
NA
NA
NA
NA
NA
3
NA
NA
NA
NA
NA
NA
NA
NA
NA
2
NA
NA
NA
NA
NA
NA
NA
2
1
NA
NA
NA
NA
2
NA
NA
6
NA
3
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
4
NA
NA
NA
NA
NA
2
2
